location_name,location_type,article_id
Ashburn,municipality,170
Ashburn,municipality,173
Ashburn,municipality,180
Ashburn,municipality,181
Ashburn,municipality,182
Ashburn,municipality,183
Ashburn,municipality,184
Ashburn,municipality,198
Ashburn,municipality,200
Ashburn,municipality,225
Ashburn,municipality,318
Ashburn,municipality,333
Ashburn,municipality,357
Ashburn,municipality,371
Ashburn,municipality,448
Ashburn,municipality,656
Ashburn,municipality,716
Ashburn,municipality,722
Ashburn,municipality,793
Ashburn,municipality,797
Ashburn,municipality,802
Ashburn,municipality,827
Ashburn,municipality,828
Ashburn,municipality,831
Ashburn,municipality,833
Ashburn,municipality,834
Ashburn,municipality,836
Ashburn,municipality,837
Ashburn,municipality,838
Ashburn,municipality,860
Ashburn,municipality,862
Ashburn,municipality,877
Ashburn,municipality,878
Ashburn,municipality,1108
Ashburn,municipality,1207
Ashburn,municipality,1309
Ashburn,municipality,1352
Ashburn,municipality,1470
Ashburn,municipality,1473
Ashburn,municipality,1482
Ashburn,municipality,1507
Ashburn,municipality,1602
Ashburn,municipality,1634
Ashburn,municipality,1635
Ashburn,municipality,1651
Ashburn,municipality,1656
Ashburn,municipality,1659
Ashburn,municipality,1660
Ashburn,municipality,1701
Ashburn,municipality,1739
Ashburn,municipality,1759
Ashburn,municipality,1762
Ashburn,municipality,1813
Ashburn,municipality,1845
Ashburn,municipality,1942
Ashburn,municipality,1949
Ashburn,municipality,2026
Ashburn,municipality,2028
Ashburn,municipality,2160
Ashburn,municipality,2162
Ashburn,municipality,2164
Ashburn,municipality,2168
Ashburn,municipality,2323
Ashburn,municipality,2378
Ashburn,municipality,2504
Ashburn,municipality,2563
Ashburn,municipality,2592
Ashburn,municipality,2630
Ashburn,municipality,2669
Ashburn,municipality,2674
Ashburn,municipality,2694
Ashburn,municipality,2695
Ashburn,municipality,2696
Ashburn,municipality,2697
Ashburn,municipality,2699
Ashburn,municipality,2700
Ashburn,municipality,2701
Ashburn,municipality,2702
Ashburn,municipality,2703
Ashburn,municipality,2704
Ashburn,municipality,2705
Ashburn,municipality,2706
Ashburn,municipality,2707
Ashburn,municipality,2708
Ashburn,municipality,2709
Ashburn,municipality,2710
Ashburn,municipality,2711
Ashburn,municipality,2712
Ashburn,municipality,2716
Ashburn,municipality,2719
Ashburn,municipality,2722
Ashburn,municipality,2724
Ashburn,municipality,2739
Ashburn,municipality,2741
Ashburn,municipality,2742
Baldwin,municipality,122
Baldwin,municipality,269
Baldwin,municipality,336
Baldwin,municipality,619
Baldwin,municipality,719
Baldwin,municipality,886
Baldwin,municipality,974
Baldwin,municipality,1209
Baldwin,municipality,1276
Baldwin,municipality,1290
Baldwin,municipality,1304
Baldwin,municipality,1397
Baldwin,municipality,1437
Baldwin,municipality,1462
Baldwin,municipality,1561
Baldwin,municipality,1787
Baldwin,municipality,1812
Baldwin,municipality,1975
Baldwin,municipality,2053
Baldwin,municipality,2177
Baldwin,municipality,2193
Baldwin,municipality,2474
Baldwin,municipality,2527
Dawson,municipality,738
Dawson,municipality,919
Dawson,municipality,921
Dawson,municipality,1120
Dawson,municipality,1569
Dawson,municipality,1599
Dawson,municipality,2294
Dawson,municipality,2598
Dawson,municipality,2599
Dawson,municipality,2738
Dawson,municipality,2762
Dawson,municipality,2763
Dawson,municipality,2765
Dawson,municipality,2766
Dawson,municipality,2767
Dawson,municipality,2768
Euharlee,municipality,585
Euharlee,municipality,784
Harlem,municipality,586
Harlem,municipality,1062
Harlem,municipality,1694
Harlem,municipality,1726
Quitman,municipality,685
Watkinsville,municipality,190
Manchester,municipality,1933
Manchester,municipality,2149
Washington,municipality,0
Washington,municipality,3
Washington,municipality,15
Washington,municipality,48
Washington,municipality,205
Washington,municipality,206
Washington,municipality,208
Washington,municipality,212
Washington,municipality,215
Washington,municipality,216
Washington,municipality,217
Washington,municipality,219
Washington,municipality,221
Washington,municipality,227
Washington,municipality,231
Washington,municipality,235
Washington,municipality,291
Washington,municipality,292
Washington,municipality,299
Washington,municipality,331
Washington,municipality,363
Washington,municipality,386
Washington,municipality,396
Washington,municipality,397
Washington,municipality,402
Washington,municipality,449
Washington,municipality,480
Washington,municipality,514
Washington,municipality,555
Washington,municipality,720
Washington,municipality,744
Washington,municipality,751
Washington,municipality,752
Washington,municipality,753
Washington,municipality,754
Washington,municipality,755
Washington,municipality,756
Washington,municipality,757
Washington,municipality,758
Washington,municipality,759
Washington,municipality,760
Washington,municipality,762
Washington,municipality,763
Washington,municipality,764
Washington,municipality,765
Washington,municipality,766
Washington,municipality,767
Washington,municipality,768
Washington,municipality,769
Washington,municipality,772
Washington,municipality,782
Washington,municipality,797
Washington,municipality,802
Washington,municipality,829
Washington,municipality,832
Washington,municipality,867
Washington,municipality,879
Washington,municipality,889
Washington,municipality,925
Washington,municipality,930
Washington,municipality,950
Washington,municipality,974
Washington,municipality,987
Washington,municipality,994
Washington,municipality,1008
Washington,municipality,1054
Washington,municipality,1056
Washington,municipality,1109
Washington,municipality,1270
Washington,municipality,1300
Washington,municipality,1374
Washington,municipality,1406
Washington,municipality,1596
Washington,municipality,1609
Washington,municipality,1645
Washington,municipality,1811
Washington,municipality,1896
Washington,municipality,1953
Washington,municipality,2060
Washington,municipality,2082
Washington,municipality,2092
Washington,municipality,2108
Washington,municipality,2225
Washington,municipality,2259
Washington,municipality,2370
Washington,municipality,2430
Washington,municipality,2485
Washington,municipality,2506
Washington,municipality,2507
Washington,municipality,2559
Washington,municipality,2698
Washington,municipality,2754
Washington,municipality,2757
Washington,municipality,2777
West Point,municipality,86
West Point,municipality,131
West Point,municipality,192
West Point,municipality,215
West Point,municipality,216
West Point,municipality,217
West Point,municipality,219
West Point,municipality,221
West Point,municipality,227
West Point,municipality,231
West Point,municipality,233
West Point,municipality,235
West Point,municipality,248
West Point,municipality,704
West Point,municipality,708
West Point,municipality,1475
West Point,municipality,1483
West Point,municipality,1486
West Point,municipality,1603
West Point,municipality,1705
West Point,municipality,2561
Cleveland,municipality,782
Cleveland,municipality,978
Cleveland,municipality,993
Cleveland,municipality,997
Cleveland,municipality,998
Cleveland,municipality,1000
Cleveland,municipality,1009
Cleveland,municipality,1011
Cleveland,municipality,1022
Cleveland,municipality,1023
Cleveland,municipality,1032
Cleveland,municipality,1033
Cleveland,municipality,1034
Cleveland,municipality,1039
Cleveland,municipality,1042
Leesburg,municipality,225
Leesburg,municipality,870
Leesburg,municipality,953
Leesburg,municipality,1049
Leesburg,municipality,1194
Leesburg,municipality,1701
Leesburg,municipality,2071
Leesburg,municipality,2643
Greensboro,municipality,132
Greensboro,municipality,316
Greensboro,municipality,1165
Greensboro,municipality,1414
Greensboro,municipality,1418
Greensboro,municipality,1580
Bonanza,municipality,253
Bonanza,municipality,254
Bonanza,municipality,255
Bonanza,municipality,256
Bonanza,municipality,257
Bonanza,municipality,258
Bonanza,municipality,259
Bonanza,municipality,260
Bonanza,municipality,263
Bonanza,municipality,264
Bonanza,municipality,268
Bonanza,municipality,270
Bonanza,municipality,271
Bonanza,municipality,272
Bonanza,municipality,284
Bonanza,municipality,447
Bonanza,municipality,457
Bonanza,municipality,460
Bonanza,municipality,531
Bonanza,municipality,540
Bonanza,municipality,559
Bonanza,municipality,568
Bonanza,municipality,617
Bonanza,municipality,1125
Bonanza,municipality,1128
Bonanza,municipality,1129
Bonanza,municipality,1130
Bonanza,municipality,1132
Bonanza,municipality,1325
Bonanza,municipality,1328
Bonanza,municipality,1454
Bonanza,municipality,1474
Bonanza,municipality,1490
Bonanza,municipality,1508
Bonanza,municipality,1524
Bonanza,municipality,1544
Bonanza,municipality,1686
Bonanza,municipality,1728
Bonanza,municipality,1932
Bonanza,municipality,2172
Bonanza,municipality,2179
Bonanza,municipality,2181
Bonanza,municipality,2292
Bonanza,municipality,2367
Bonanza,municipality,2449
Bonanza,municipality,2467
Bonanza,municipality,2570
Bonanza,municipality,2581
Bonanza,municipality,2658
Bonanza,municipality,2727
Gray,municipality,9
Gray,municipality,14
Gray,municipality,31
Gray,municipality,61
Gray,municipality,62
Gray,municipality,110
Gray,municipality,128
Gray,municipality,154
Gray,municipality,164
Gray,municipality,185
Gray,municipality,186
Gray,municipality,195
Gray,municipality,197
Gray,municipality,199
Gray,municipality,234
Gray,municipality,261
Gray,municipality,273
Gray,municipality,277
Gray,municipality,278
Gray,municipality,302
Gray,municipality,323
Gray,municipality,324
Gray,municipality,327
Gray,municipality,337
Gray,municipality,369
Gray,municipality,372
Gray,municipality,376
Gray,municipality,384
Gray,municipality,385
Gray,municipality,401
Gray,municipality,429
Gray,municipality,452
Gray,municipality,477
Gray,municipality,511
Gray,municipality,521
Gray,municipality,543
Gray,municipality,544
Gray,municipality,576
Gray,municipality,584
Gray,municipality,587
Gray,municipality,609
Gray,municipality,633
Gray,municipality,648
Gray,municipality,651
Gray,municipality,652
Gray,municipality,654
Gray,municipality,663
Gray,municipality,670
Gray,municipality,681
Gray,municipality,684
Gray,municipality,695
Gray,municipality,703
Gray,municipality,705
Gray,municipality,710
Gray,municipality,725
Gray,municipality,736
Gray,municipality,740
Gray,municipality,745
Gray,municipality,747
Gray,municipality,781
Gray,municipality,789
Gray,municipality,790
Gray,municipality,803
Gray,municipality,850
Gray,municipality,853
Gray,municipality,861
Gray,municipality,869
Gray,municipality,873
Gray,municipality,892
Gray,municipality,894
Gray,municipality,901
Gray,municipality,916
Gray,municipality,922
Gray,municipality,927
Gray,municipality,932
Gray,municipality,945
Gray,municipality,947
Gray,municipality,984
Gray,municipality,985
Gray,municipality,991
Gray,municipality,1051
Gray,municipality,1059
Gray,municipality,1066
Gray,municipality,1068
Gray,municipality,1086
Gray,municipality,1092
Gray,municipality,1115
Gray,municipality,1118
Gray,municipality,1126
Gray,municipality,1131
Gray,municipality,1135
Gray,municipality,1157
Gray,municipality,1164
Gray,municipality,1167
Gray,municipality,1171
Gray,municipality,1205
Gray,municipality,1213
Gray,municipality,1227
Gray,municipality,1240
Gray,municipality,1256
Gray,municipality,1261
Gray,municipality,1267
Gray,municipality,1278
Gray,municipality,1306
Gray,municipality,1311
Gray,municipality,1315
Gray,municipality,1317
Gray,municipality,1335
Gray,municipality,1348
Gray,municipality,1349
Gray,municipality,1351
Gray,municipality,1353
Gray,municipality,1362
Gray,municipality,1365
Gray,municipality,1388
Gray,municipality,1390
Gray,municipality,1422
Gray,municipality,1423
Gray,municipality,1424
Gray,municipality,1428
Gray,municipality,1439
Gray,municipality,1445
Gray,municipality,1457
Gray,municipality,1458
Gray,municipality,1464
Gray,municipality,1466
Gray,municipality,1473
Gray,municipality,1506
Gray,municipality,1512
Gray,municipality,1514
Gray,municipality,1515
Gray,municipality,1522
Gray,municipality,1555
Gray,municipality,1556
Gray,municipality,1570
Gray,municipality,1571
Gray,municipality,1600
Gray,municipality,1629
Gray,municipality,1649
Gray,municipality,1652
Gray,municipality,1668
Gray,municipality,1683
Gray,municipality,1696
Gray,municipality,1700
Gray,municipality,1720
Gray,municipality,1724
Gray,municipality,1725
Gray,municipality,1742
Gray,municipality,1749
Gray,municipality,1776
Gray,municipality,1791
Gray,municipality,1794
Gray,municipality,1797
Gray,municipality,1806
Gray,municipality,1816
Gray,municipality,1821
Gray,municipality,1822
Gray,municipality,1824
Gray,municipality,1825
Gray,municipality,1827
Gray,municipality,1828
Gray,municipality,1829
Gray,municipality,1830
Gray,municipality,1835
Gray,municipality,1838
Gray,municipality,1840
Gray,municipality,1846
Gray,municipality,1850
Gray,municipality,1859
Gray,municipality,1868
Gray,municipality,1870
Gray,municipality,1873
Gray,municipality,1875
Gray,municipality,1891
Gray,municipality,1906
Gray,municipality,1913
Gray,municipality,1922
Gray,municipality,1948
Gray,municipality,1973
Gray,municipality,1980
Gray,municipality,1982
Gray,municipality,2019
Gray,municipality,2031
Gray,municipality,2048
Gray,municipality,2060
Gray,municipality,2070
Gray,municipality,2072
Gray,municipality,2074
Gray,municipality,2077
Gray,municipality,2105
Gray,municipality,2110
Gray,municipality,2119
Gray,municipality,2150
Gray,municipality,2163
Gray,municipality,2165
Gray,municipality,2189
Gray,municipality,2224
Gray,municipality,2231
Gray,municipality,2260
Gray,municipality,2264
Gray,municipality,2276
Gray,municipality,2284
Gray,municipality,2301
Gray,municipality,2379
Gray,municipality,2386
Gray,municipality,2397
Gray,municipality,2435
Gray,municipality,2439
Gray,municipality,2440
Gray,municipality,2450
Gray,municipality,2459
Gray,municipality,2468
Gray,municipality,2486
Gray,municipality,2493
Gray,municipality,2495
Gray,municipality,2496
Gray,municipality,2500
Gray,municipality,2515
Gray,municipality,2525
Gray,municipality,2564
Gray,municipality,2585
Gray,municipality,2588
Gray,municipality,2615
Gray,municipality,2617
Gray,municipality,2626
Gray,municipality,2636
Gray,municipality,2642
Gray,municipality,2668
Gray,municipality,2670
Gray,municipality,2671
Gray,municipality,2673
Gray,municipality,2676
Gray,municipality,2689
Gray,municipality,2720
Gray,municipality,2723
Gray,municipality,2725
Gray,municipality,2726
Gray,municipality,2750
Gray,municipality,2785
Gray,municipality,2788
Pelham,municipality,954
Pelham,municipality,1333
Pelham,municipality,1878
Alma,municipality,16
Alma,municipality,239
Alma,municipality,241
Alma,municipality,468
Alma,municipality,637
Alma,municipality,639
Alma,municipality,640
Alma,municipality,795
Alma,municipality,939
Alma,municipality,967
Alma,municipality,968
Alma,municipality,1355
Alma,municipality,1459
Alma,municipality,1465
Alma,municipality,1523
Alma,municipality,1620
Alma,municipality,1706
Alma,municipality,1710
Alma,municipality,1712
Alma,municipality,2153
Alma,municipality,2271
Alma,municipality,2286
Alma,municipality,2452
Alma,municipality,2498
Alma,municipality,2501
Alma,municipality,2511
Alma,municipality,2548
Alma,municipality,2585
Alma,municipality,2748
Grantville,municipality,1160
Hardwick,municipality,1133
Hardwick,municipality,1402
Hardwick,municipality,1445
Hardwick,municipality,1591
Hogansville,municipality,121
Hogansville,municipality,125
Hogansville,municipality,192
Hogansville,municipality,276
Hogansville,municipality,1483
Hogansville,municipality,1705
Hogansville,municipality,2561
Experiment,municipality,10
Experiment,municipality,21
Experiment,municipality,26
Experiment,municipality,33
Experiment,municipality,38
Experiment,municipality,52
Experiment,municipality,55
Experiment,municipality,56
Experiment,municipality,68
Experiment,municipality,69
Experiment,municipality,70
Experiment,municipality,71
Experiment,municipality,73
Experiment,municipality,74
Experiment,municipality,75
Experiment,municipality,76
Experiment,municipality,85
Experiment,municipality,94
Experiment,municipality,111
Experiment,municipality,112
Experiment,municipality,133
Experiment,municipality,137
Experiment,municipality,142
Experiment,municipality,157
Experiment,municipality,214
Experiment,municipality,223
Experiment,municipality,224
Experiment,municipality,251
Experiment,municipality,274
Experiment,municipality,275
Experiment,municipality,285
Experiment,municipality,308
Experiment,municipality,312
Experiment,municipality,325
Experiment,municipality,332
Experiment,municipality,335
Experiment,municipality,339
Experiment,municipality,340
Experiment,municipality,345
Experiment,municipality,369
Experiment,municipality,382
Experiment,municipality,384
Experiment,municipality,385
Experiment,municipality,390
Experiment,municipality,391
Experiment,municipality,392
Experiment,municipality,394
Experiment,municipality,398
Experiment,municipality,403
Experiment,municipality,407
Experiment,municipality,414
Experiment,municipality,416
Experiment,municipality,423
Experiment,municipality,424
Experiment,municipality,425
Experiment,municipality,426
Experiment,municipality,434
Experiment,municipality,435
Experiment,municipality,436
Experiment,municipality,454
Experiment,municipality,466
Experiment,municipality,572
Experiment,municipality,574
Experiment,municipality,578
Experiment,municipality,593
Experiment,municipality,613
Experiment,municipality,649
Experiment,municipality,696
Experiment,municipality,706
Experiment,municipality,707
Experiment,municipality,712
Experiment,municipality,775
Experiment,municipality,785
Experiment,municipality,787
Experiment,municipality,796
Experiment,municipality,807
Experiment,municipality,809
Experiment,municipality,810
Experiment,municipality,812
Experiment,municipality,813
Experiment,municipality,840
Experiment,municipality,846
Experiment,municipality,848
Experiment,municipality,851
Experiment,municipality,854
Experiment,municipality,883
Experiment,municipality,884
Experiment,municipality,887
Experiment,municipality,933
Experiment,municipality,934
Experiment,municipality,935
Experiment,municipality,936
Experiment,municipality,940
Experiment,municipality,948
Experiment,municipality,958
Experiment,municipality,971
Experiment,municipality,977
Experiment,municipality,981
Experiment,municipality,982
Experiment,municipality,989
Experiment,municipality,1030
Experiment,municipality,1041
Experiment,municipality,1058
Experiment,municipality,1071
Experiment,municipality,1078
Experiment,municipality,1096
Experiment,municipality,1097
Experiment,municipality,1101
Experiment,municipality,1105
Experiment,municipality,1107
Experiment,municipality,1116
Experiment,municipality,1121
Experiment,municipality,1122
Experiment,municipality,1123
Experiment,municipality,1134
Experiment,municipality,1142
Experiment,municipality,1149
Experiment,municipality,1173
Experiment,municipality,1175
Experiment,municipality,1180
Experiment,municipality,1183
Experiment,municipality,1186
Experiment,municipality,1190
Experiment,municipality,1196
Experiment,municipality,1218
Experiment,municipality,1224
Experiment,municipality,1226
Experiment,municipality,1229
Experiment,municipality,1235
Experiment,municipality,1254
Experiment,municipality,1258
Experiment,municipality,1259
Experiment,municipality,1263
Experiment,municipality,1265
Experiment,municipality,1266
Experiment,municipality,1275
Experiment,municipality,1284
Experiment,municipality,1346
Experiment,municipality,1360
Experiment,municipality,1373
Experiment,municipality,1375
Experiment,municipality,1396
Experiment,municipality,1463
Experiment,municipality,1495
Experiment,municipality,1633
Experiment,municipality,1642
Experiment,municipality,1644
Experiment,municipality,1650
Experiment,municipality,1679
Experiment,municipality,1684
Experiment,municipality,1691
Experiment,municipality,1692
Experiment,municipality,1707
Experiment,municipality,1767
Experiment,municipality,1814
Experiment,municipality,1815
Experiment,municipality,1819
Experiment,municipality,1832
Experiment,municipality,1833
Experiment,municipality,1836
Experiment,municipality,1862
Experiment,municipality,1866
Experiment,municipality,1876
Experiment,municipality,1894
Experiment,municipality,1899
Experiment,municipality,1902
Experiment,municipality,1919
Experiment,municipality,2061
Experiment,municipality,2066
Experiment,municipality,2073
Experiment,municipality,2081
Experiment,municipality,2095
Experiment,municipality,2103
Experiment,municipality,2116
Experiment,municipality,2146
Experiment,municipality,2154
Experiment,municipality,2157
Experiment,municipality,2166
Experiment,municipality,2192
Experiment,municipality,2226
Experiment,municipality,2300
Experiment,municipality,2302
Experiment,municipality,2322
Experiment,municipality,2325
Experiment,municipality,2357
Experiment,municipality,2374
Experiment,municipality,2377
Experiment,municipality,2392
Experiment,municipality,2409
Experiment,municipality,2416
Experiment,municipality,2420
Experiment,municipality,2429
Experiment,municipality,2431
Experiment,municipality,2441
Experiment,municipality,2444
Experiment,municipality,2446
Experiment,municipality,2479
Experiment,municipality,2486
Experiment,municipality,2491
Experiment,municipality,2492
Experiment,municipality,2505
Experiment,municipality,2514
Experiment,municipality,2516
Experiment,municipality,2542
Experiment,municipality,2575
Experiment,municipality,2591
Experiment,municipality,2606
Experiment,municipality,2609
Experiment,municipality,2614
Experiment,municipality,2644
Experiment,municipality,2645
Experiment,municipality,2647
Experiment,municipality,2648
Experiment,municipality,2672
Experiment,municipality,2680
Experiment,municipality,2715
Experiment,municipality,2721
Experiment,municipality,2760
Bloomingdale,municipality,1305
Guyton,municipality,585
Lula,municipality,43
Lula,municipality,158
Lula,municipality,364
Lula,municipality,383
Lula,municipality,404
Lula,municipality,1179
Lula,municipality,1871
Lula,municipality,1892
Lula,municipality,1900
Lakeland,municipality,1293
Lakeland,municipality,1455
Lakeland,municipality,2365
Lakeland,municipality,2598
Monticello,municipality,527
Monticello,municipality,1442
Monticello,municipality,1952
Monticello,municipality,2363
Monticello,municipality,2573
Monticello,municipality,2772
Monticello,municipality,2776
Cuthbert,municipality,2396
Lake City,municipality,34
Lake City,municipality,44
Lake City,municipality,488
Lake City,municipality,627
Lake City,municipality,634
Lake City,municipality,635
Lake City,municipality,826
Lake City,municipality,961
Lake City,municipality,1090
Lake City,municipality,1189
Lake City,municipality,1214
Lake City,municipality,1231
Lake City,municipality,1253
Lake City,municipality,1455
Lake City,municipality,1472
Lake City,municipality,1740
Lake City,municipality,1754
Lake City,municipality,1757
Lake City,municipality,1758
Lake City,municipality,1766
Lake City,municipality,1772
Lake City,municipality,1780
Lake City,municipality,1782
Lake City,municipality,1783
Lake City,municipality,1784
Lake City,municipality,1930
Lake City,municipality,1937
Lake City,municipality,1945
Lake City,municipality,2032
Lake City,municipality,2079
Lake City,municipality,2080
Lake City,municipality,2083
Lake City,municipality,2086
Lake City,municipality,2087
Lake City,municipality,2100
Lake City,municipality,2457
Lake City,municipality,2777
Abbeville,municipality,874
Alamo,municipality,24
Alamo,municipality,295
Alamo,municipality,1200
Alamo,municipality,2366
Alamo,municipality,2522
