location_name,location_type,article_id
Jefferson,municipality,518
Jefferson,municipality,533
Jefferson,municipality,606
Jefferson,municipality,650
Jefferson,municipality,653
Jefferson,municipality,662
Jefferson,municipality,666
Jefferson,municipality,667
Jefferson,municipality,668
Jefferson,municipality,669
Jefferson,municipality,671
Jefferson,municipality,672
Jefferson,municipality,676
Jefferson,municipality,678
Jefferson,municipality,689
Jefferson,municipality,699
Jefferson,municipality,714
Jefferson,municipality,788
Jefferson,municipality,817
Jefferson,municipality,820
Jefferson,municipality,843
Jefferson,municipality,855
Jefferson,municipality,941
Jefferson,municipality,952
Jefferson,municipality,954
Jefferson,municipality,955
Jefferson,municipality,1012
Jefferson,municipality,1048
Jefferson,municipality,1060
Jefferson,municipality,1100
Jefferson,municipality,1127
Jefferson,municipality,1143
Jefferson,municipality,1204
Jefferson,municipality,1220
Jefferson,municipality,1270
Jefferson,municipality,1293
Jefferson,municipality,1331
Jefferson,municipality,1333
Jefferson,municipality,1379
Jefferson,municipality,1382
Jefferson,municipality,1385
Jefferson,municipality,1400
Jefferson,municipality,1404
Jefferson,municipality,1413
Jefferson,municipality,1429
Jefferson,municipality,1496
Jefferson,municipality,1548
Jefferson,municipality,1578
Jefferson,municipality,1582
Jefferson,municipality,1588
Jefferson,municipality,1604
Jefferson,municipality,1628
Jefferson,municipality,1738
Jefferson,municipality,1763
Jefferson,municipality,1792
Jefferson,municipality,1796
Jefferson,municipality,1913
Jefferson,municipality,2004
Jefferson,municipality,2027
Jefferson,municipality,2034
Jefferson,municipality,2037
Jefferson,municipality,2039
Jefferson,municipality,2057
Jefferson,municipality,2078
Jefferson,municipality,2091
Jefferson,municipality,2171
Jefferson,municipality,2287
Jefferson,municipality,2395
Jefferson,municipality,2533
Jefferson,municipality,2549
Jefferson,municipality,2593
Jefferson,municipality,2594
Jefferson,municipality,2603
Jefferson,municipality,2732
Jefferson,municipality,2736
Jefferson,municipality,2753
Jefferson,municipality,2770
Jefferson,municipality,2783
Monroe,municipality,45
Monroe,municipality,113
Monroe,municipality,123
Monroe,municipality,455
Monroe,municipality,465
Monroe,municipality,485
Monroe,municipality,528
Monroe,municipality,560
Monroe,municipality,611
Monroe,municipality,612
Monroe,municipality,620
Monroe,municipality,659
Monroe,municipality,1568
Monroe,municipality,1810
Monroe,municipality,1812
Monroe,municipality,1941
Monroe,municipality,1944
Monroe,municipality,2119
Monroe,municipality,2149
Monroe,municipality,2178
Monroe,municipality,2536
Monroe,municipality,2759
Dublin,municipality,2288
Dublin,municipality,2289
Brunswick,municipality,2759
Covington,municipality,297
Covington,municipality,630
Covington,municipality,771
Covington,municipality,871
Covington,municipality,881
Covington,municipality,1185
Covington,municipality,1293
Covington,municipality,1469
Covington,municipality,1575
Covington,municipality,1697
Covington,municipality,2215
Covington,municipality,2287
Covington,municipality,2586
Covington,municipality,2783
Dallas,municipality,15
Dallas,municipality,450
Dallas,municipality,720
Dallas,municipality,1082
Dallas,municipality,1933
Dallas,municipality,2679
Moultrie,municipality,2786
Riverdale,municipality,543
Riverdale,municipality,2149
Bainbridge,municipality,2115
College Park,municipality,1257
College Park,municipality,1617
College Park,municipality,1622
College Park,municipality,1632
College Park,municipality,1677
College Park,municipality,2088
College Park,municipality,2216
Lovejoy,municipality,5
Lovejoy,municipality,25
Lovejoy,municipality,187
Lovejoy,municipality,1162
Lovejoy,municipality,1426
Lovejoy,municipality,1751
Lovejoy,municipality,2228
Lovejoy,municipality,2565
Lovejoy,municipality,2584
Lovejoy,municipality,2602
Lovejoy,municipality,2653
Douglas,municipality,152
Douglas,municipality,177
Douglas,municipality,346
Douglas,municipality,380
Douglas,municipality,594
Douglas,municipality,605
Douglas,municipality,721
Douglas,municipality,739
Douglas,municipality,789
Douglas,municipality,825
Douglas,municipality,864
Douglas,municipality,882
Douglas,municipality,901
Douglas,municipality,920
Douglas,municipality,923
Douglas,municipality,943
Douglas,municipality,957
Douglas,municipality,959
Douglas,municipality,1010
Douglas,municipality,1076
Douglas,municipality,1103
Douglas,municipality,1161
Douglas,municipality,1251
Douglas,municipality,1255
Douglas,municipality,1269
Douglas,municipality,1312
Douglas,municipality,1313
Douglas,municipality,1314
Douglas,municipality,1468
Douglas,municipality,1492
Douglas,municipality,1493
Douglas,municipality,1768
Douglas,municipality,1769
Douglas,municipality,1814
Douglas,municipality,1839
Douglas,municipality,1874
Douglas,municipality,1958
Douglas,municipality,2017
Douglas,municipality,2021
Douglas,municipality,2132
Douglas,municipality,2149
Douglas,municipality,2159
Douglas,municipality,2170
Douglas,municipality,2175
Douglas,municipality,2204
Douglas,municipality,2206
Douglas,municipality,2232
Douglas,municipality,2241
Douglas,municipality,2256
Douglas,municipality,2277
Douglas,municipality,2281
Douglas,municipality,2283
Douglas,municipality,2369
Douglas,municipality,2407
Douglas,municipality,2445
Douglas,municipality,2586
Douglas,municipality,2604
Douglas,municipality,2718
Douglas,municipality,2780
Locust Grove,municipality,1413
Locust Grove,municipality,1429
Rincon,municipality,130
Rincon,municipality,1086
Rincon,municipality,2190
Rincon,municipality,2230
Rincon,municipality,2442
Georgetown,municipality,2
Georgetown,municipality,114
Georgetown,municipality,629
Georgetown,municipality,748
Georgetown,municipality,789
Georgetown,municipality,819
Georgetown,municipality,822
Georgetown,municipality,823
Georgetown,municipality,909
Georgetown,municipality,1299
Georgetown,municipality,1337
Georgetown,municipality,1338
Georgetown,municipality,1339
Georgetown,municipality,1343
Georgetown,municipality,1419
Georgetown,municipality,1520
Georgetown,municipality,1538
Georgetown,municipality,1590
Georgetown,municipality,1606
Georgetown,municipality,1831
Georgetown,municipality,1966
Georgetown,municipality,1968
Georgetown,municipality,2011
Georgetown,municipality,2102
Georgetown,municipality,2240
Georgetown,municipality,2537
Vidalia,municipality,153
Garden City,municipality,509
Garden City,municipality,1476
Garden City,municipality,1955
Garden City,municipality,1959
Garden City,municipality,2384
Garden City,municipality,2620
Garden City,municipality,2755
Fair Oaks,municipality,952
Fair Oaks,municipality,1714
Cumming,municipality,2651
Auburn,municipality,380
Auburn,municipality,644
Auburn,municipality,647
Auburn,municipality,665
Auburn,municipality,1163
Auburn,municipality,1178
Auburn,municipality,1204
Auburn,municipality,1219
Auburn,municipality,1281
Auburn,municipality,1383
Auburn,municipality,1408
Auburn,municipality,1417
Auburn,municipality,1551
Auburn,municipality,1573
Auburn,municipality,1923
Auburn,municipality,2094
Auburn,municipality,2299
Auburn,municipality,2401
Auburn,municipality,2434
Auburn,municipality,2437
Auburn,municipality,2619
Auburn,municipality,2637
Auburn,municipality,2638
Cairo,municipality,8
Cairo,municipality,287
Cairo,municipality,288
Cairo,municipality,315
Cairo,municipality,338
Cairo,municipality,342
Cairo,municipality,344
Cairo,municipality,362
Cairo,municipality,364
Cairo,municipality,383
Cairo,municipality,400
Cairo,municipality,404
Cairo,municipality,461
Cairo,municipality,516
Cairo,municipality,550
Cairo,municipality,597
Cairo,municipality,598
Cairo,municipality,642
Cairo,municipality,910
Cairo,municipality,964
Cairo,municipality,1344
Cairo,municipality,1498
Cairo,municipality,1541
Cairo,municipality,1611
Cairo,municipality,1715
Cairo,municipality,1727
Cairo,municipality,1790
Cairo,municipality,1799
Cairo,municipality,1817
Cairo,municipality,1851
Cairo,municipality,1853
Cairo,municipality,1854
Cairo,municipality,1856
Cairo,municipality,1857
Cairo,municipality,1858
Cairo,municipality,1884
Cairo,municipality,1963
Cairo,municipality,2064
Cairo,municipality,2662
Cairo,municipality,2773
Hampton,municipality,61
Hampton,municipality,377
Hampton,municipality,608
Hampton,municipality,673
Hampton,municipality,1081
Hampton,municipality,1162
Hampton,municipality,1245
Hampton,municipality,1363
Hampton,municipality,1510
Hampton,municipality,1595
Hampton,municipality,1723
Hampton,municipality,1865
Hampton,municipality,1905
Hampton,municipality,1908
Hampton,municipality,1909
Hampton,municipality,1910
Hampton,municipality,1911
Hampton,municipality,1914
Hampton,municipality,1915
Hampton,municipality,1916
Hampton,municipality,1917
Hampton,municipality,2016
Hampton,municipality,2666
Fort Valley,municipality,1584
Fort Valley,municipality,1621
Fort Valley,municipality,1812
Centerville,municipality,92
Centerville,municipality,1239
Centerville,municipality,1812
Fitzgerald,municipality,54
Fitzgerald,municipality,144
Fitzgerald,municipality,146
Fitzgerald,municipality,286
Fitzgerald,municipality,289
Fitzgerald,municipality,293
Fitzgerald,municipality,295
Fitzgerald,municipality,305
Fitzgerald,municipality,307
Fitzgerald,municipality,320
Fitzgerald,municipality,330
Fitzgerald,municipality,365
Fitzgerald,municipality,373
Fitzgerald,municipality,374
Fitzgerald,municipality,387
Fitzgerald,municipality,471
Fitzgerald,municipality,475
Fitzgerald,municipality,478
Fitzgerald,municipality,482
Fitzgerald,municipality,515
Fitzgerald,municipality,519
Fitzgerald,municipality,522
Fitzgerald,municipality,607
Fitzgerald,municipality,730
Fitzgerald,municipality,798
Fitzgerald,municipality,821
Fitzgerald,municipality,868
Fitzgerald,municipality,876
Fitzgerald,municipality,885
Fitzgerald,municipality,888
Fitzgerald,municipality,893
Fitzgerald,municipality,895
Fitzgerald,municipality,912
Fitzgerald,municipality,913
Fitzgerald,municipality,914
Fitzgerald,municipality,915
Fitzgerald,municipality,937
Fitzgerald,municipality,962
Fitzgerald,municipality,973
Fitzgerald,municipality,986
Fitzgerald,municipality,996
Fitzgerald,municipality,1003
Fitzgerald,municipality,1050
Fitzgerald,municipality,1055
Fitzgerald,municipality,1062
Fitzgerald,municipality,1082
Fitzgerald,municipality,1088
Fitzgerald,municipality,1093
Fitzgerald,municipality,1104
Fitzgerald,municipality,1154
Fitzgerald,municipality,1158
Fitzgerald,municipality,1165
Fitzgerald,municipality,1168
Fitzgerald,municipality,1182
Fitzgerald,municipality,1212
Fitzgerald,municipality,1225
Fitzgerald,municipality,1237
Fitzgerald,municipality,1238
Fitzgerald,municipality,1242
Fitzgerald,municipality,1270
Fitzgerald,municipality,1287
Fitzgerald,municipality,1291
Fitzgerald,municipality,1292
Fitzgerald,municipality,1307
Fitzgerald,municipality,1308
Fitzgerald,municipality,1399
Fitzgerald,municipality,1405
Fitzgerald,municipality,1415
Fitzgerald,municipality,1416
Fitzgerald,municipality,1461
Fitzgerald,municipality,1477
Fitzgerald,municipality,1491
Fitzgerald,municipality,1509
Fitzgerald,municipality,1518
Fitzgerald,municipality,1545
Fitzgerald,municipality,1546
Fitzgerald,municipality,1549
Fitzgerald,municipality,1560
Fitzgerald,municipality,1564
Fitzgerald,municipality,1565
Fitzgerald,municipality,1594
Fitzgerald,municipality,1673
Fitzgerald,municipality,1713
Fitzgerald,municipality,1730
Fitzgerald,municipality,1744
Fitzgerald,municipality,1765
Fitzgerald,municipality,1775
Fitzgerald,municipality,1808
Fitzgerald,municipality,1818
Fitzgerald,municipality,1890
Fitzgerald,municipality,1912
Fitzgerald,municipality,1918
Fitzgerald,municipality,1920
Fitzgerald,municipality,1921
Fitzgerald,municipality,1967
Fitzgerald,municipality,2029
Fitzgerald,municipality,2184
Fitzgerald,municipality,2265
Fitzgerald,municipality,2269
Fitzgerald,municipality,2403
Fitzgerald,municipality,2784
Commerce,municipality,32
Commerce,municipality,39
Commerce,municipality,46
Commerce,municipality,50
Commerce,municipality,51
Commerce,municipality,59
Commerce,municipality,88
Commerce,municipality,93
Commerce,municipality,96
Commerce,municipality,100
Commerce,municipality,101
Commerce,municipality,104
Commerce,municipality,106
Commerce,municipality,134
Commerce,municipality,135
Commerce,municipality,161
Commerce,municipality,163
Commerce,municipality,168
Commerce,municipality,169
Commerce,municipality,174
Commerce,municipality,175
Commerce,municipality,176
Commerce,municipality,243
Commerce,municipality,266
Commerce,municipality,273
Commerce,municipality,294
Commerce,municipality,306
Commerce,municipality,311
Commerce,municipality,322
Commerce,municipality,343
Commerce,municipality,350
Commerce,municipality,361
Commerce,municipality,370
Commerce,municipality,415
Commerce,municipality,431
Commerce,municipality,439
Commerce,municipality,440
Commerce,municipality,443
Commerce,municipality,459
Commerce,municipality,462
Commerce,municipality,464
Commerce,municipality,472
Commerce,municipality,473
Commerce,municipality,475
Commerce,municipality,476
Commerce,municipality,481
Commerce,municipality,487
Commerce,municipality,498
Commerce,municipality,502
Commerce,municipality,523
Commerce,municipality,529
Commerce,municipality,532
Commerce,municipality,549
Commerce,municipality,556
Commerce,municipality,571
Commerce,municipality,577
Commerce,municipality,579
Commerce,municipality,583
Commerce,municipality,589
Commerce,municipality,595
Commerce,municipality,599
Commerce,municipality,600
Commerce,municipality,622
Commerce,municipality,631
Commerce,municipality,632
Commerce,municipality,649
Commerce,municipality,679
Commerce,municipality,727
Commerce,municipality,743
Commerce,municipality,750
Commerce,municipality,761
Commerce,municipality,791
Commerce,municipality,805
Commerce,municipality,811
Commerce,municipality,814
Commerce,municipality,815
Commerce,municipality,818
Commerce,municipality,866
Commerce,municipality,896
Commerce,municipality,906
Commerce,municipality,924
Commerce,municipality,929
Commerce,municipality,946
Commerce,municipality,949
Commerce,municipality,951
Commerce,municipality,956
Commerce,municipality,960
Commerce,municipality,963
Commerce,municipality,966
Commerce,municipality,1001
Commerce,municipality,1028
Commerce,municipality,1044
Commerce,municipality,1046
Commerce,municipality,1069
Commerce,municipality,1080
Commerce,municipality,1119
Commerce,municipality,1169
Commerce,municipality,1170
Commerce,municipality,1172
Commerce,municipality,1187
Commerce,municipality,1202
Commerce,municipality,1222
Commerce,municipality,1223
Commerce,municipality,1268
Commerce,municipality,1279
Commerce,municipality,1286
Commerce,municipality,1288
Commerce,municipality,1295
Commerce,municipality,1297
Commerce,municipality,1303
Commerce,municipality,1319
Commerce,municipality,1330
Commerce,municipality,1332
Commerce,municipality,1342
Commerce,municipality,1354
Commerce,municipality,1357
Commerce,municipality,1358
Commerce,municipality,1365
Commerce,municipality,1384
Commerce,municipality,1386
Commerce,municipality,1398
Commerce,municipality,1420
Commerce,municipality,1431
Commerce,municipality,1433
Commerce,municipality,1449
Commerce,municipality,1453
Commerce,municipality,1480
Commerce,municipality,1481
Commerce,municipality,1517
Commerce,municipality,1553
Commerce,municipality,1554
Commerce,municipality,1562
Commerce,municipality,1581
Commerce,municipality,1592
Commerce,municipality,1600
Commerce,municipality,1614
Commerce,municipality,1623
Commerce,municipality,1654
Commerce,municipality,1670
Commerce,municipality,1678
Commerce,municipality,1733
Commerce,municipality,1777
Commerce,municipality,1788
Commerce,municipality,1800
Commerce,municipality,1823
Commerce,municipality,1837
Commerce,municipality,1852
Commerce,municipality,1869
Commerce,municipality,1877
Commerce,municipality,1879
Commerce,municipality,1880
Commerce,municipality,1889
Commerce,municipality,1898
Commerce,municipality,1910
Commerce,municipality,1917
Commerce,municipality,1925
Commerce,municipality,1928
Commerce,municipality,1938
Commerce,municipality,1939
Commerce,municipality,1943
Commerce,municipality,1944
Commerce,municipality,1946
Commerce,municipality,1947
Commerce,municipality,1951
Commerce,municipality,1954
Commerce,municipality,1961
Commerce,municipality,1962
Commerce,municipality,1965
Commerce,municipality,1970
Commerce,municipality,1974
Commerce,municipality,1979
Commerce,municipality,2004
Commerce,municipality,2016
Commerce,municipality,2040
Commerce,municipality,2075
Commerce,municipality,2096
Commerce,municipality,2099
Commerce,municipality,2102
Commerce,municipality,2107
Commerce,municipality,2109
Commerce,municipality,2130
Commerce,municipality,2151
Commerce,municipality,2155
Commerce,municipality,2180
Commerce,municipality,2185
Commerce,municipality,2198
Commerce,municipality,2206
Commerce,municipality,2207
Commerce,municipality,2212
Commerce,municipality,2213
Commerce,municipality,2214
Commerce,municipality,2291
Commerce,municipality,2293
Commerce,municipality,2304
Commerce,municipality,2375
Commerce,municipality,2390
Commerce,municipality,2410
Commerce,municipality,2411
Commerce,municipality,2413
Commerce,municipality,2414
Commerce,municipality,2415
Commerce,municipality,2417
Commerce,municipality,2419
Commerce,municipality,2427
Commerce,municipality,2429
Commerce,municipality,2433
Commerce,municipality,2436
Commerce,municipality,2443
Commerce,municipality,2447
Commerce,municipality,2448
Commerce,municipality,2451
Commerce,municipality,2453
Commerce,municipality,2476
Commerce,municipality,2478
Commerce,municipality,2510
Commerce,municipality,2512
Commerce,municipality,2552
Commerce,municipality,2576
Commerce,municipality,2580
Commerce,municipality,2605
Commerce,municipality,2611
Commerce,municipality,2613
Commerce,municipality,2632
Commerce,municipality,2654
Commerce,municipality,2655
Commerce,municipality,2737
Commerce,municipality,2740
Commerce,municipality,2747
Commerce,municipality,2764
Irondale,municipality,954
Irondale,municipality,1331
Irondale,municipality,1333
Tyrone,municipality,194
Tyrone,municipality,499
Tyrone,municipality,1176
Tyrone,municipality,1181
Tyrone,municipality,1521
Tyrone,municipality,1542
Tyrone,municipality,1682
Tyrone,municipality,1729
Tyrone,municipality,1863
Tyrone,municipality,2098
Tyrone,municipality,2186
Bremen,municipality,580
Bremen,municipality,975
Bremen,municipality,1567
Bremen,municipality,1703
Bremen,municipality,1704
Bremen,municipality,1771
Bremen,municipality,2205
Bremen,municipality,2480
Bremen,municipality,2664
Bremen,municipality,2677
LaFayette,municipality,91
LaFayette,municipality,512
LaFayette,municipality,804
LaFayette,municipality,874
LaFayette,municipality,1248
LaFayette,municipality,1341
LaFayette,municipality,1693
LaFayette,municipality,1901
LaFayette,municipality,2383
LaFayette,municipality,2482
LaFayette,municipality,2783
Thomson,municipality,6
Thomson,municipality,16
Thomson,municipality,84
Thomson,municipality,105
Thomson,municipality,310
Thomson,municipality,314
Thomson,municipality,360
Thomson,municipality,395
Thomson,municipality,469
Thomson,municipality,557
Thomson,municipality,588
Thomson,municipality,590
Thomson,municipality,591
Thomson,municipality,592
Thomson,municipality,615
Thomson,municipality,643
Thomson,municipality,645
Thomson,municipality,845
Thomson,municipality,859
Thomson,municipality,898
Thomson,municipality,899
Thomson,municipality,900
Thomson,municipality,1073
Thomson,municipality,1074
Thomson,municipality,1075
Thomson,municipality,1117
Thomson,municipality,1152
Thomson,municipality,1184
Thomson,municipality,1236
Thomson,municipality,1313
Thomson,municipality,1321
Thomson,municipality,1322
Thomson,municipality,1323
Thomson,municipality,1326
Thomson,municipality,1347
Thomson,municipality,1369
Thomson,municipality,1378
Thomson,municipality,1456
Thomson,municipality,1526
Thomson,municipality,1527
Thomson,municipality,1576
Thomson,municipality,1760
Thomson,municipality,1789
Thomson,municipality,1834
Thomson,municipality,1934
Thomson,municipality,1971
Thomson,municipality,2036
Thomson,municipality,2049
Thomson,municipality,2068
Thomson,municipality,2278
Thomson,municipality,2279
Thomson,municipality,2282
Thomson,municipality,2337
Thomson,municipality,2382
Thomson,municipality,2387
Thomson,municipality,2388
Thomson,municipality,2389
Thomson,municipality,2394
Thomson,municipality,2412
Thomson,municipality,2554
Thomson,municipality,2555
Thomson,municipality,2562
Thomson,municipality,2631
Thomson,municipality,2639
Thomson,municipality,2789
Oakwood,municipality,678
Oakwood,municipality,2422
Oakwood,municipality,2435
Stone Mountain,municipality,978
Stone Mountain,municipality,993
Stone Mountain,municipality,997
Stone Mountain,municipality,998
Stone Mountain,municipality,1000
Stone Mountain,municipality,1009
Stone Mountain,municipality,1011
Stone Mountain,municipality,1022
Stone Mountain,municipality,1023
Stone Mountain,municipality,1032
Stone Mountain,municipality,1033
Stone Mountain,municipality,1034
Stone Mountain,municipality,1039
Stone Mountain,municipality,1042
Temple,municipality,16
Temple,municipality,27
Temple,municipality,28
Temple,municipality,57
Temple,municipality,95
Temple,municipality,97
Temple,municipality,107
Temple,municipality,115
Temple,municipality,165
Temple,municipality,193
Temple,municipality,202
Temple,municipality,203
Temple,municipality,313
Temple,municipality,326
Temple,municipality,438
Temple,municipality,441
Temple,municipality,450
Temple,municipality,596
Temple,municipality,603
Temple,municipality,604
Temple,municipality,675
Temple,municipality,680
Temple,municipality,685
Temple,municipality,690
Temple,municipality,711
Temple,municipality,715
Temple,municipality,723
Temple,municipality,728
Temple,municipality,749
Temple,municipality,944
Temple,municipality,970
Temple,municipality,980
Temple,municipality,1210
Temple,municipality,1247
Temple,municipality,1364
Temple,municipality,1370
Temple,municipality,1371
Temple,municipality,1380
Temple,municipality,1381
Temple,municipality,1427
Temple,municipality,1534
Temple,municipality,1563
Temple,municipality,1613
Temple,municipality,1637
Temple,municipality,1638
Temple,municipality,1639
Temple,municipality,1648
Temple,municipality,1655
Temple,municipality,1688
Temple,municipality,1689
Temple,municipality,1690
Temple,municipality,1694
Temple,municipality,1724
Temple,municipality,1731
Temple,municipality,1798
Temple,municipality,1887
Temple,municipality,1907
Temple,municipality,1956
Temple,municipality,1957
Temple,municipality,1972
Temple,municipality,1976
Temple,municipality,1977
Temple,municipality,1981
Temple,municipality,1988
Temple,municipality,1990
Temple,municipality,2000
Temple,municipality,2003
Temple,municipality,2024
Temple,municipality,2033
Temple,municipality,2042
Temple,municipality,2067
Temple,municipality,2097
Temple,municipality,2104
Temple,municipality,2106
Temple,municipality,2188
Temple,municipality,2238
Temple,municipality,2287
Temple,municipality,2290
Temple,municipality,2298
Temple,municipality,2328
Temple,municipality,2331
Temple,municipality,2456
Temple,municipality,2518
Temple,municipality,2524
Temple,municipality,2529
Temple,municipality,2530
Temple,municipality,2531
Temple,municipality,2532
Temple,municipality,2551
Temple,municipality,2608
Temple,municipality,2616
Temple,municipality,2622
Temple,municipality,2625
Temple,municipality,2629
Temple,municipality,2634
Temple,municipality,2635
Temple,municipality,2679
Temple,municipality,2690
Temple,municipality,2691
Temple,municipality,2693
Temple,municipality,2750
Barnesville,municipality,1867
Barnesville,municipality,2668
Barnesville,municipality,2670
Barnesville,municipality,2671
Barnesville,municipality,2673
Byron,municipality,1
Byron,municipality,132
Byron,municipality,1007
Byron,municipality,1298
Byron,municipality,2171
Byron,municipality,2489
Morrow,municipality,150
Morrow,municipality,193
Morrow,municipality,196
Morrow,municipality,204
Morrow,municipality,294
Morrow,municipality,421
Morrow,municipality,799
Morrow,municipality,1356
Morrow,municipality,1454
Morrow,municipality,2211
Morrow,municipality,2497
Morrow,municipality,2560
Senoia,municipality,1160
Senoia,municipality,2046
Jonesboro,municipality,880
Jonesboro,municipality,1182
Jonesboro,municipality,1237
Jonesboro,municipality,2091
Jackson,municipality,151
Jackson,municipality,269
Jackson,municipality,808
Jackson,municipality,901
Jackson,municipality,907
Jackson,municipality,955
Jackson,municipality,987
Jackson,municipality,1486
Jackson,municipality,1580
Jackson,municipality,1628
Jackson,municipality,1705
Jackson,municipality,1812
Jackson,municipality,2037
Jackson,municipality,2178
Jackson,municipality,2258
Jackson,municipality,2267
Jackson,municipality,2288
Jackson,municipality,2289
Jackson,municipality,2643
Jackson,municipality,2733
Adel,municipality,123
Adel,municipality,2426
Adel,municipality,2540
Adel,municipality,2571
Adel,municipality,2572
Fairview,municipality,53
Fairview,municipality,252
Fairview,municipality,458
Fairview,municipality,786
Fairview,municipality,800
Fairview,municipality,801
Fairview,municipality,931
Fairview,municipality,1014
Fairview,municipality,1144
Fairview,municipality,1174
Fairview,municipality,1228
Fairview,municipality,1305
Fairview,municipality,1489
Fairview,municipality,1687
Fairview,municipality,1731
Fairview,municipality,1747
Fairview,municipality,1950
Fairview,municipality,2577
Fairview,municipality,2729
Fairview,municipality,2744
Waynesboro,municipality,89
Waynesboro,municipality,276
Waynesboro,municipality,496
Waynesboro,municipality,2521
Waynesboro,municipality,2666
Eastman,municipality,207
Eastman,municipality,218
Eastman,municipality,222
Eastman,municipality,618
Eastman,municipality,1234
Eastman,municipality,1718
Eastman,municipality,2513
Eastman,municipality,2543
Eastman,municipality,2578
Eastman,municipality,2595
Sandersville,municipality,123
Sandersville,municipality,167
Sandersville,municipality,262
Sandersville,municipality,334
Social Circle,municipality,151
Social Circle,municipality,1063
Social Circle,municipality,1575
Social Circle,municipality,2567
Social Circle,municipality,2597
Sylvester,municipality,1054
Sylvester,municipality,2454
Conley,municipality,145
Conley,municipality,149
Conley,municipality,422
Conley,municipality,442
Conley,municipality,638
Conley,municipality,826
Conley,municipality,1608
Conley,municipality,1612
Conley,municipality,2422
Conley,municipality,2435
Jasper,municipality,124
Jasper,municipality,281
Jasper,municipality,367
Jasper,municipality,553
Jasper,municipality,692
Jasper,municipality,746
Jasper,municipality,908
Jasper,municipality,938
Jasper,municipality,954
Jasper,municipality,1008
Jasper,municipality,1124
Jasper,municipality,1206
Jasper,municipality,1208
Jasper,municipality,1211
Jasper,municipality,1216
Jasper,municipality,1282
Jasper,municipality,1333
Jasper,municipality,2393
Jasper,municipality,2481
Grayson,municipality,543
Grayson,municipality,1445
Grayson,municipality,1570
Grayson,municipality,1571
Grayson,municipality,2276
Palmetto,municipality,60
Palmetto,municipality,209
Palmetto,municipality,470
Palmetto,municipality,1271
Palmetto,municipality,1478
Palmetto,municipality,1574
Palmetto,municipality,1647
Palmetto,municipality,1793
Palmetto,municipality,1848
Palmetto,municipality,1849
Palmetto,municipality,1855
Blakely,municipality,624
Blakely,municipality,630
Blakely,municipality,674
Blakely,municipality,771
Blakely,municipality,973
Blakely,municipality,979
Blakely,municipality,1293
Blakely,municipality,1468
Blakely,municipality,1469
Blakely,municipality,1525
Blakely,municipality,1532
Blakely,municipality,1626
Blakely,municipality,1631
Blakely,municipality,1697
Blakely,municipality,1722
Blakely,municipality,1942
Blakely,municipality,2176
Blakely,municipality,2287
Blakely,municipality,2621
Blakely,municipality,2649
Blakely,municipality,2734
Madison,municipality,123
Madison,municipality,399
Madison,municipality,446
Madison,municipality,535
Madison,municipality,543
Madison,municipality,554
Madison,municipality,563
Madison,municipality,565
Madison,municipality,566
Madison,municipality,808
Madison,municipality,1409
Madison,municipality,1411
Madison,municipality,1669
Adairsville,municipality,2586
Camilla,municipality,444
Camilla,municipality,524
Camilla,municipality,526
Camilla,municipality,1418
Camilla,municipality,1926
Camilla,municipality,1927
Camilla,municipality,2607
Camilla,municipality,2612
Camilla,municipality,2633
Camilla,municipality,2745
Nashville,municipality,48
Nashville,municipality,162
Nashville,municipality,215
Nashville,municipality,216
Nashville,municipality,217
Nashville,municipality,219
Nashville,municipality,221
Nashville,municipality,227
Nashville,municipality,231
Nashville,municipality,235
Nashville,municipality,808
Nashville,municipality,2430
Chatsworth,municipality,1106
Chatsworth,municipality,1112
Chatsworth,municipality,1310
Chatsworth,municipality,1562
Chatsworth,municipality,2476
Forsyth,municipality,113
Forsyth,municipality,528
Forsyth,municipality,620
Forsyth,municipality,1566
Forsyth,municipality,1768
Forsyth,municipality,1769
Forsyth,municipality,1810
Forsyth,municipality,1812
Cochran,municipality,953
Cochran,municipality,1735
Cochran,municipality,1736
Cochran,municipality,1755
Cochran,municipality,1768
Cochran,municipality,1769
Cochran,municipality,2455
Cochran,municipality,2462
Cochran,municipality,2464
Cochran,municipality,2484
Lakeview,municipality,172
Lakeview,municipality,236
Lakeview,municipality,238
Lakeview,municipality,247
Lakeview,municipality,249
Lakeview,municipality,250
Lakeview,municipality,317
Lakeview,municipality,445
Lakeview,municipality,455
Lakeview,municipality,904
Lakeview,municipality,1445
Montgomery,municipality,11
Montgomery,municipality,18
Montgomery,municipality,103
Montgomery,municipality,546
Montgomery,municipality,1345
Montgomery,municipality,1558
Montgomery,municipality,1587
Montgomery,municipality,1842
Montgomery,municipality,2134
Montgomery,municipality,2152
Montgomery,municipality,2258
Montgomery,municipality,2267
Montgomery,municipality,2466
Montgomery,municipality,2657
Montgomery,municipality,2659
Montgomery,municipality,2663
Montgomery,municipality,2666
Montgomery,municipality,2731
Folkston,municipality,2183
Hartwell,municipality,417
Hartwell,municipality,909
Summerville,municipality,2125
Summerville,municipality,2159
Summerville,municipality,2383
Lyons,municipality,300
Lyons,municipality,304
Lyons,municipality,1389
Lyons,municipality,1672
Lyons,municipality,1743
Lyons,municipality,1872
Lyons,municipality,2600
Ashburn,municipality,4
Ashburn,municipality,12
Ashburn,municipality,13
Ashburn,municipality,116
Ashburn,municipality,126
Ashburn,municipality,156
Ashburn,municipality,166
